Freq.	V(n003)
4.67735141287193e+003	(1.32742796261197e+001dB,1.68307493789048e+002°)
4.78630092322633e+003	(1.32665362035402e+001dB,1.68041958484361e+002°)
4.89778819368441e+003	(1.32584424941462e+001dB,1.67770709765922e+002°)
5.01187233627267e+003	(1.32499833432333e+001dB,1.67493646413901e+002°)
5.12861383991359e+003	(1.32411430040569e+001dB,1.67210666912969e+002°)
5.24807460249767e+003	(1.32319051205433e+001dB,1.66921669568457e+002°)
5.37031796370247e+003	(1.32222527100499e+001dB,1.66626552631360e+002°)
5.49540873857618e+003	(1.32121681462401e+001dB,1.66325214432554e+002°)
5.62341325190343e+003	(1.32016331421430e+001dB,1.66017553526602e+002°)
5.75439937337150e+003	(1.31906287334763e+001dB,1.65703468845499e+002°)
5.88843655355582e+003	(1.31791352623180e+001dB,1.65382859862710e+002°)
6.02559586074351e+003	(1.31671323612176e+001dB,1.65055626767825e+002°)
6.16595001861475e+003	(1.31545989378489e+001dB,1.64721670652158e+002°)
6.30957344480186e+003	(1.31415131603115e+001dB,1.64380893705562e+002°)
6.45654229034648e+003	(1.31278524431959e+001dB,1.64033199424737e+002°)
6.60693448007588e+003	(1.31135934345396e+001dB,1.63678492833249e+002°)
6.76082975391974e+003	(1.30987120038032e+001dB,1.63316680713436e+002°)
6.91830970918928e+003	(1.30831832310114e+001dB,1.62947671850368e+002°)
7.07945784384129e+003	(1.30669813972049e+001dB,1.62571377287917e+002°)
7.24435960074981e+003	(1.30500799763644e+001dB,1.62187710596979e+002°)
7.41310241300908e+003	(1.30324516289702e+001dB,1.61796588155812e+002°)
7.58577575029174e+003	(1.30140681973715e+001dB,1.61397929442354e+002°)
7.76247116628682e+003	(1.29949007031476e+001dB,1.60991657338337e+002°)
7.94328234724272e+003	(1.29749193466460e+001dB,1.60577698444890e+002°)
8.12830516164089e+003	(1.29540935088934e+001dB,1.60155983409254e+002°)
8.31763771102661e+003	(1.29323917560759e+001dB,1.59726447262087e+002°)
8.51138038202366e+003	(1.29097818467913e+001dB,1.59289029764747e+002°)
8.70963589956070e+003	(1.28862307422797e+001dB,1.58843675765810e+002°)
8.91250938133734e+003	(1.28617046198355e+001dB,1.58390335565925e+002°)
9.12010839355898e+003	(1.28361688896093e+001dB,1.57928965290001e+002°)
9.33254300796979e+003	(1.28095882150008e+001dB,1.57459527265536e+002°)
9.54992586021424e+003	(1.27819265368422e+001dB,1.56981990405769e+002°)
9.77237220955798e+003	(1.27531471015634e+001dB,1.56496330596159e+002°)
9.99999999999987e+003	(1.27232124935211e+001dB,1.56002531082538e+002°)
1.02329299228074e+004	(1.26920846716630e+001dB,1.55500582859118e+002°)
1.04712854805089e+004	(1.26597250106814e+001dB,1.54990485054361e+002°)
1.07151930523759e+004	(1.26260943467939e+001dB,1.54472245312553e+002°)
1.09647819614317e+004	(1.25911530282669e+001dB,1.53945880168765e+002°)
1.12201845430195e+004	(1.25548609707731e+001dB,1.53411415414722e+002°)
1.14815362149687e+004	(1.25171777176465e+001dB,1.52868886452956e+002°)
1.17489755493951e+004	(1.24780625050665e+001dB,1.52318338636478e+002°)
1.20226443461740e+004	(1.24374743321678e+001dB,1.51759827591077e+002°)
1.23026877081237e+004	(1.23953720360347e+001dB,1.51193419517269e+002°)
1.25892541179415e+004	(1.23517143714977e+001dB,1.50619191468796e+002°)
1.28824955169312e+004	(1.23064600956045e+001dB,1.50037231604571e+002°)
1.31825673855639e+004	(1.22595680565922e+001dB,1.49447639410864e+002°)
1.34896288259164e+004	(1.22109972871362e+001dB,1.48850525890593e+002°)
1.38038426460287e+004	(1.21607071016032e+001dB,1.48246013716556e+002°)
1.41253754462274e+004	(1.21086571969794e+001dB,1.47634237345557e+002°)
1.44543977074591e+004	(1.20548077570963e+001dB,1.47015343090450e+002°)
1.47910838816819e+004	(1.19991195597190e+001dB,1.46389489147295e+002°)
1.51356124843619e+004	(1.19415540860135e+001dB,1.45756845575021e+002°)
1.54881661891246e+004	(1.18820736318565e+001dB,1.45117594225180e+002°)
1.58489319246109e+004	(1.18206414204036e+001dB,1.44471928619725e+002°)
1.62181009735891e+004	(1.17572217152873e+001dB,1.43820053774999e+002°)
1.65958690743754e+004	(1.16917799337744e+001dB,1.43162185970525e+002°)
1.69824365246172e+004	(1.16242827591791e+001dB,1.42498552461578e+002°)
1.73780082874935e+004	(1.15546982517952e+001dB,1.41829391134951e+002°)
1.77827941003890e+004	(1.14829959575927e+001dB,1.41154950107800e+002°)
1.81970085860996e+004	(1.14091470139046e+001dB,1.40475487269955e+002°)
1.86208713666284e+004	(1.13331242513256e+001dB,1.39791269770577e+002°)
1.90546071796322e+004	(1.12549022910470e+001dB,1.39102573450596e+002°)
1.94984459975802e+004	(1.11744576368607e+001dB,1.38409682222879e+002°)
1.99526231496885e+004	(1.10917687610893e+001dB,1.37712887402621e+002°)
2.04173794466950e+004	(1.10068161837277e+001dB,1.37012486990973e+002°)
2.08929613085401e+004	(1.09195825441224e+001dB,1.36308784915420e+002°)
2.13796208950220e+004	(1.08300526645639e+001dB,1.35602090230915e+002°)
2.18776162394952e+004	(1.07382136052248e+001dB,1.34892716286197e+002°)
2.23872113856831e+004	(1.06440547099448e+001dB,1.34180979860149e+002°)
2.29086765276774e+004	(1.05475676424338e+001dB,1.33467200273378e+002°)
2.34422881531989e+004	(1.04487464125470e+001dB,1.32751698480508e+002°)
2.39883291901946e+004	(1.03475873923697e+001dB,1.32034796148915e+002°)
2.45470891568500e+004	(1.02440893219378e+001dB,1.31316814729783e+002°)
2.51188643150954e+004	(1.01382533045140e+001dB,1.30598074527478e+002°)
2.57039578276883e+004	(1.00300827914284e+001dB,1.29878893773246e+002°)
2.63026799189534e+004	(9.91958355659003e+000dB,1.29159587709213e+002°)
2.69153480392688e+004	(9.80676366086182e+000dB,1.28440467688542e+002°)
2.75422870333813e+004	(9.69163340658226e+000dB,1.27721840297417e+002°)
2.81838293126441e+004	(9.57420528260053e+000dB,1.27004006504273e+002°)
2.88403150312656e+004	(9.45449390026868e+000dB,1.26287260841410e+002°)
2.95120922666634e+004	(9.33251592090695e+000dB,1.25571890623712e+002°)
3.01995172040197e+004	(9.20828997532182e+000dB,1.24858175208852e+002°)
3.09029543251354e+004	(9.08183657601225e+000dB,1.24146385302850e+002°)
3.16227766016833e+004	(8.95317802274571e+000dB,1.23436782314407e+002°)
3.23593656929623e+004	(8.82233830222386e+000dB,1.22729617760929e+002°)
3.31131121482586e+004	(8.68934298258462e+000dB,1.22025132728611e+002°)
3.38844156139197e+004	(8.55421910350656e+000dB,1.21323557388457e+002°)
3.46736850452526e+004	(8.41699506268994e+000dB,1.20625110569545e+002°)
3.54813389233570e+004	(8.27770049948881e+000dB,1.19929999390370e+002°)
3.63078054770096e+004	(8.13636617645984e+000dB,1.19238418948559e+002°)
3.71535229097167e+004	(7.99302385957666e+000dB,1.18550552068794e+002°)
3.80189396320555e+004	(7.84770619783458e+000dB,1.17866569108313e+002°)
3.89045144994275e+004	(7.70044660293986e+000dB,1.17186627818955e+002°)
3.98107170553491e+004	(7.55127912974155e+000dB,1.16510873264321e+002°)
4.07380277804107e+004	(7.40023835802258e+000dB,1.15839437790267e+002°)
4.16869383470329e+004	(7.24735927622250e+000dB,1.15172441046691e+002°)
4.26579518801586e+004	(7.09267716761558e+000dB,1.14509990058251e+002°)
4.36515832240159e+004	(6.93622749941901e+000dB,1.13852179341495e+002°)
4.46683592150956e+004	(6.77804581525395e+000dB,1.13199091065677e+002°)
4.57088189614868e+004	(6.61816763133153e+000dB,1.12550795254424e+002°)
4.67735141287191e+004	(6.45662833668409e+000dB,1.11907350025308e+002°)
4.78630092322631e+004	(6.29346309771217e+000dB,1.11268801864351e+002°)
4.89778819368439e+004	(6.12870676726940e+000dB,1.10635185932448e+002°)
5.01187233627264e+004	(5.96239379846080e+000dB,1.10006526400744e+002°)
5.12861383991357e+004	(5.79455816328648e+000dB,1.09382836812000e+002°)
5.24807460249764e+004	(5.62523327622190e+000dB,1.08764120465113e+002°)
5.37031796370244e+004	(5.45445192278826e+000dB,1.08150370819990e+002°)
5.49540873857616e+004	(5.28224619313243e+000dB,1.07541571920135e+002°)
5.62341325190340e+004	(5.10864742060543e+000dB,1.06937698830421e+002°)
5.75439937337148e+004	(4.93368612530121e+000dB,1.06338718087649e+002°)
5.88843655355580e+004	(4.75739196249466e+000dB,1.05744588161670e+002°)
6.02559586074348e+004	(4.57979367589756e+000dB,1.05155259924985e+002°)
6.16595001861472e+004	(4.40091905563568e+000dB,1.04570677128908e+002°)
6.30957344480183e+004	(4.22079490083675e+000dB,1.03990776884531e+002°)
6.45654229034645e+004	(4.03944698671035e+000dB,1.03415490146895e+002°)
6.60693448007586e+004	(3.85690003599354e+000dB,1.02844742200934e+002°)
6.76082975391971e+004	(3.67317769463317e+000dB,1.02278453147875e+002°)
6.91830970918925e+004	(3.48830251157430e+000dB,1.01716538390984e+002°)
7.07945784384127e+004	(3.30229592252618e+000dB,1.01158909119599e+002°)
7.24435960074979e+004	(3.11517823758038e+000dB,1.00605472790591e+002°)
7.41310241300906e+004	(2.92696863256177e+000dB,1.00056133606460e+002°)
7.58577575029172e+004	(2.73768514399974e+000dB,9.95107929893857e+001°)
7.76247116628679e+004	(2.54734466761627e+000dB,9.89693500506420e+001°)
7.94328234724269e+004	(2.35596296023700e+000dB,9.84317020548628e+001°)
8.12830516164086e+004	(2.16355464504236e+000dB,9.78977448786920e+001°)
8.31763771102658e+004	(1.97013322008733e+000dB,9.73673734634115e+001°)
8.51138038202363e+004	(1.77571107003041e+000dB,9.68404822611628e+001°)
8.70963589956067e+004	(1.58029948102437e+000dB,9.63169656743993e+001°)
8.91250938133731e+004	(1.38390865873380e+000dB,9.57967184882057e+001°)
9.12010839355895e+004	(1.18654774945600e+000dB,9.52796362951115e+001°)
9.33254300796976e+004	(9.88224864333514e-001dB,9.47656159119969e+001°)
9.54992586021420e+004	(7.88947106657071e-001dB,9.42545557886497e+001°)
9.77237220955795e+004	(5.88720602267353e-001dB,9.37463564074806e+001°)
9.99999999999984e+004	(3.87550533072900e-001dB,9.32409206738339e+001°)
1.02329299228074e+005	(1.85441173708038e-001dB,9.27381542962543e+001°)
1.04712854805088e+005	(-1.76040686392391e-002dB,9.22379661559810e+001°)
1.07151930523759e+005	(-2.21582611196491e-001dB,9.17402686648368e+001°)
1.09647819614317e+005	(-4.26492649338223e-001dB,9.12449781105724e+001°)
1.12201845430195e+005	(-6.32333107045824e-001dB,9.07520149886071e+001°)
1.14815362149686e+005	(-8.39103584065444e-001dB,9.02613043189811e+001°)
1.17489755493951e+005	(-1.04680429973972e+000dB,8.97727759472059e+001°)
1.20226443461739e+005	(-1.25543603349801e+000dB,8.92863648275659e+001°)
1.23026877081236e+005	(-1.46500006200222e+000dB,8.88020112872882e+001°)
1.25892541179415e+005	(-1.67549809296084e+000dB,8.83196612698669e+001°)
1.28824955169311e+005	(-1.88693219564255e+000dB,8.78392665556958e+001°)
1.31825673855639e+005	(-2.09930472814307e+000dB,8.73607849580420e+001°)
1.34896288259163e+005	(-2.31261826148509e+000dB,8.68841804922773e+001°)
1.38038426460286e+005	(-2.52687550066054e+000dB,8.64094235161838e+001°)
1.41253754462273e+005	(-2.74207920275693e+000dB,8.59364908390627e+001°)
1.44543977074590e+005	(-2.95823209234680e+000dB,8.54653657973103e+001°)
1.47910838816818e+005	(-3.17533677435777e+000dB,8.49960382940785e+001°)
1.51356124843618e+005	(-3.39339564468421e+000dB,8.45285048006227e+001°)
1.54881661891246e+005	(-3.61241079884591e+000dB,8.40627683169487e+001°)
1.58489319246109e+005	(-3.83238393904720e+000dB,8.35988382894194e+001°)
1.62181009735890e+005	(-4.05331628003827e+000dB,8.31367304830604e+001°)
1.65958690743753e+005	(-4.27520845423157e+000dB,8.26764668064316e+001°)
1.69824365246172e+005	(-4.49806041657592e+000dB,8.22180750870906e+001°)
1.73780082874935e+005	(-4.72187134974188e+000dB,8.17615887958902e+001°)
1.77827941003889e+005	(-4.94663957022064e+000dB,8.13070467186036e+001°)
1.81970085860995e+005	(-5.17236243598584e+000dB,8.08544925736806e+001°)
1.86208713666284e+005	(-5.39903625641157e+000dB,8.04039745752867e+001°)
1.90546071796322e+005	(-5.62665620517924e+000dB,7.99555449411803e+001°)
1.94984459975801e+005	(-5.85521623694073e+000dB,7.95092593454284e+001°)
1.99526231496885e+005	(-6.08470900853292e+000dB,7.90651763164518e+001°)
2.04173794466949e+005	(-6.31512580555977e+000dB,7.86233565814189e+001°)
2.08929613085400e+005	(-6.54645647516958e+000dB,7.81838623585736e+001°)
2.13796208950220e+005	(-6.77868936585863e+000dB,7.77467565996757e+001°)
2.18776162394952e+005	(-7.01181127512383e+000dB,7.73121021853463e+001°)
2.23872113856830e+005	(-7.24580740576877e+000dB,7.68799610767417e+001°)
2.29086765276773e+005	(-7.48066133163681e+000dB,7.64503934276103e+001°)
2.34422881531988e+005	(-7.71635497350218e+000dB,7.60234566614185e+001°)
2.39883291901945e+005	(-7.95286858579479e+000dB,7.55992045188378e+001°)
2.45470891568499e+005	(-8.19018075476697e+000dB,7.51776860814760e+001°)
2.51188643150954e+005	(-8.42826840863090e+000dB,7.47589447782724e+001°)
2.57039578276882e+005	(-8.66710684010350e+000dB,7.43430173814791e+001°)
2.63026799189534e+005	(-8.90666974169398e+000dB,7.39299329995750e+001°)
2.69153480392687e+005	(-9.14692925395672e+000dB,7.35197120748229e+001°)
2.75422870333812e+005	(-9.38785602681170e+000dB,7.31123653934536e+001°)
2.81838293126440e+005	(-9.62941929390709e+000dB,7.27078931166452e+001°)
2.88403150312656e+005	(-9.87158695986583e+000dB,7.23062838405485e+001°)
2.95120922666633e+005	(-1.01143257001221e+001dB,7.19075136935914e+001°)
3.01995172040196e+005	(-1.03576010729164e+001dB,7.15115454791575e+001°)
3.09029543251354e+005	(-1.06013776428819e+001dB,7.11183278714990e+001°)
3.16227766016832e+005	(-1.08456191155232e+001dB,7.07277946723808e+001°)
3.23593656929623e+005	(-1.10902884817598e+001dB,7.03398641354947e+001°)
3.31131121482585e+005	(-1.13353481715913e+001dB,6.99544383651102e+001°)
3.38844156139197e+005	(-1.15807602158298e+001dB,6.95714027947627e+001°)
3.46736850452526e+005	(-1.18264864147503e+001dB,6.91906257510235e+001°)
3.54813389233569e+005	(-1.20724885124300e+001dB,6.88119581065627e+001°)
3.63078054770095e+005	(-1.23187283754764e+001dB,6.84352330258184e+001°)
3.71535229097166e+005	(-1.25651681748011e+001dB,6.80602658056337e+001°)
3.80189396320555e+005	(-1.28117705690594e+001dB,6.76868538122430e+001°)
3.89045144994274e+005	(-1.30584988883669e+001dB,6.73147765149795e+001°)
3.98107170553490e+005	(-1.33053173169104e+001dB,6.69437956160766e+001°)
4.07380277804106e+005	(-1.35521910730925e+001dB,6.65736552749392e+001°)
4.16869383470328e+005	(-1.37990865858960e+001dB,6.62040824243062e+001°)
4.26579518801585e+005	(-1.40459716662135e+001dB,6.58347871748076e+001°)
4.36515832240158e+005	(-1.42928156719627e+001dB,6.54654633035735e+001°)
4.46683592150955e+005	(-1.45395896659025e+001dB,6.50957888217720e+001°)
4.57088189614867e+005	(-1.47862665651662e+001dB,6.47254266152671e+001°)
4.67735141287190e+005	(-1.50328212816447e+001dB,6.43540251519923e+001°)
4.78630092322630e+005	(-1.52792308524770e+001dB,6.39812192491484e+001°)
4.89778819368438e+005	(-1.55254745600330e+001dB,6.36066308929547e+001°)
5.01187233627263e+005	(-1.57715340409122e+001dB,6.32298701034152e+001°)
5.12861383991356e+005	(-1.60173933836131e+001dB,6.28505358364097e+001°)
5.24807460249763e+005	(-1.62630392146676e+001dB,6.24682169153780e+001°)
5.37031796370243e+005	(-1.65084607731660e+001dB,6.20824929849327e+001°)
5.49540873857615e+005	(-1.67536499737261e+001dB,6.16929354789089e+001°)
5.62341325190339e+005	(-1.69986014580811e+001dB,6.12991085956234e+001°)
5.75439937337147e+005	(-1.72433126355758e+001dB,6.09005702734738e+001°)
5.88843655355579e+005	(-1.74877837129612e+001dB,6.04968731604376e+001°)
6.02559586074347e+005	(-1.77320177139719e+001dB,6.00875655715333e+001°)
6.16595001861471e+005	(-1.79760204892512e+001dB,5.96721924288589e+001°)
6.30957344480182e+005	(-1.82198007172548e+001dB,5.92502961794224e+001°)
6.45654229034644e+005	(-1.84633698968227e+001dB,5.88214176866125e+001°)
6.60693448007584e+005	(-1.87067423321470e+001dB,5.83850970918066e+001°)
6.76082975391970e+005	(-1.89499351108968e+001dB,5.79408746432770e+001°)
6.91830970918924e+005	(-1.91929680762753e+001dB,5.74882914902152e+001°)
7.07945784384125e+005	(-1.94358637937906e+001dB,5.70268904403455e+001°)
7.24435960074977e+005	(-1.96786475135155e+001dB,5.65562166802265e+001°)
7.41310241300904e+005	(-1.99213471285936e+001dB,5.60758184579448e+001°)
7.58577575029170e+005	(-2.01639931307240e+001dB,5.55852477284699e+001°)
7.76247116628678e+005	(-2.04066185633220e+001dB,5.50840607624712e+001°)
7.94328234724267e+005	(-2.06492589730089e+001dB,5.45718187198794e+001°)
8.12830516164085e+005	(-2.08919523600386e+001dB,5.40480881899125e+001°)
8.31763771102656e+005	(-2.11347391282106e+001dB,5.35124416996716e+001°)
8.51138038202361e+005	(-2.13776620347651e+001dB,5.29644581937464e+001°)
8.70963589956065e+005	(-2.16207661406887e+001dB,5.24037234875527e+001°)
8.91250938133729e+005	(-2.18640987618010e+001dB,5.18298306973535e+001°)
9.12010839355893e+005	(-2.21077094209221e+001dB,5.12423806500929e+001°)
9.33254300796974e+005	(-2.23516498013571e+001dB,5.06409822763028e+001°)
9.54992586021419e+005	(-2.25959737018681e+001dB,5.00252529894195e+001°)
9.77237220955793e+005	(-2.28407369932369e+001dB,4.93948190548841e+001°)
9.99999999999982e+005	(-2.30859975764596e+001dB,4.87493159523890e+001°)
1.02329299228074e+006	(-2.33318153425519e+001dB,4.80883887345835e+001°)
1.04712854805088e+006	(-2.35782521338828e+001dB,4.74116923854610e+001°)
1.07151930523759e+006	(-2.38253717068994e+001dB,4.67188921815278e+001°)
1.09647819614316e+006	(-2.40732396960509e+001dB,4.60096640586903e+001°)
1.12201845430194e+006	(-2.43219235786684e+001dB,4.52836949876160e+001°)
1.14815362149686e+006	(-2.45714926405110e+001dB,4.45406833600975e+001°)
1.17489755493951e+006	(-2.48220179416456e+001dB,4.37803393887152e+001°)
1.20226443461739e+006	(-2.50735722822881e+001dB,4.30023855218191e+001°)
1.23026877081236e+006	(-2.53262301681981e+001dB,4.22065568755680e+001°)
1.25892541179414e+006	(-2.55800677751892e+001dB,4.13926016844529e+001°)
1.28824955169311e+006	(-2.58351629122908e+001dB,4.05602817714065e+001°)
1.31825673855638e+006	(-2.60915949830739e+001dB,3.97093730382592e+001°)
1.34896288259163e+006	(-2.63494449446382e+001dB,3.88396659769445e+001°)
1.38038426460286e+006	(-2.66087952637453e+001dB,3.79509662014906e+001°)
1.41253754462273e+006	(-2.68697298695757e+001dB,3.70430950004518e+001°)
1.44543977074590e+006	(-2.71323341025860e+001dB,3.61158899090514e+001°)
1.47910838816818e+006	(-2.73966946589474e+001dB,3.51692052999078e+001°)
1.51356124843618e+006	(-2.76628995300561e+001dB,3.42029129908225e+001°)
1.54881661891245e+006	(-2.79310379366229e+001dB,3.32169028677064e+001°)
1.58489319246108e+006	(-2.82012002568713e+001dB,3.22110835203246e+001°)
1.62181009735890e+006	(-2.84734779484029e+001dB,3.11853828881476e+001°)
1.65958690743753e+006	(-2.87479634633246e+001dB,3.01397489132101e+001°)
1.69824365246171e+006	(-2.90247501562739e+001dB,2.90741501965114e+001°)
1.73780082874934e+006	(-2.93039321850300e+001dB,2.79885766541324e+001°)
1.77827941003889e+006	(-2.95856044034529e+001dB,2.68830401689142e+001°)
1.81970085860995e+006	(-2.98698622465595e+001dB,2.57575752332364e+001°)
1.86208713666283e+006	(-3.01568016076132e+001dB,2.46122395781607e+001°)
1.90546071796321e+006	(-3.04465187071840e+001dB,2.34471147839692e+001°)
1.94984459975801e+006	(-3.07391099542198e+001dB,2.22623068669369e+001°)
1.99526231496884e+006	(-3.10346717992585e+001dB,2.10579468370382e+001°)
2.04173794466949e+006	(-3.13333005800098e+001dB,1.98341912212013e+001°)
2.08929613085400e+006	(-3.16350923596337e+001dB,1.85912225467057e+001°)
2.13796208950219e+006	(-3.19401427581500e+001dB,1.73292497793642e+001°)
2.18776162394951e+006	(-3.22485467775214e+001dB,1.60485087112524e+001°)
2.23872113856830e+006	(-3.25603986210639e+001dB,1.47492622929486e+001°)
2.29086765276773e+006	(-3.28757915079490e+001dB,1.34318009055310e+001°)
2.34422881531988e+006	(-3.31948174836751e+001dB,1.20964425679484e+001°)
2.39883291901944e+006	(-3.35175672274936e+001dB,1.07435330758400e+001°)
2.45470891568498e+006	(-3.38441298578824e+001dB,9.37344606842623e+000°)
2.51188643150953e+006	(-3.41745927372601e+001dB,7.98658302073307e+000°)
2.57039578276881e+006	(-3.45090412772271e+001dB,6.58337315913783e+000°)
2.63026799189533e+006	(-3.48475587457072e+001dB,5.16427329903357e+000°)
2.69153480392686e+006	(-3.51902260774383e+001dB,3.72976760430234e+000°)
2.75422870333811e+006	(-3.55371216893224e+001dB,2.28036726925074e+000°)
2.81838293126440e+006	(-3.58883213021989e+001dB,8.16610124691145e-001°)
2.88403150312655e+006	(-3.62438977706357e+001dB,-6.60939829062009e-001°)
2.95120922666633e+006	(-3.66039209223585e+001dB,-2.15169295838099e+000°)
3.01995172040196e+006	(-3.69684574089347e+001dB,-3.65503459663509e+000°)
3.09029543251353e+006	(-3.73375705693179e+001dB,-5.17032570237585e+000°)
3.16227766016832e+006	(-3.77113203078251e+001dB,-6.69690356796182e+000°)
3.23593656929622e+006	(-3.80897629880653e+001dB,-8.23408257000703e+000°)
3.31131121482585e+006	(-3.84729513442728e+001dB,-9.78115495187932e+000°)
3.38844156139196e+006	(-3.88609344114092e+001dB,-1.13373916273537e+001°)
3.46736850452525e+006	(-3.92537574752969e+001dB,-1.29020429934546e+001°)
3.54813389233568e+006	(-3.96514620439275e+001dB,-1.44743397395091e+001°)
3.63078054770094e+006	(-4.00540858409592e+001dB,-1.60534936384965e+001°)
3.71535229097165e+006	(-4.04616628222706e+001dB,-1.76386983059169e+001°)
3.80189396320554e+006	(-4.08742232162863e+001dB,-1.92291299106310e+001°)
3.89045144994273e+006	(-4.12917935886297e+001dB,-2.08239478214292e+001°)
3.98107170553489e+006	(-4.17143969314871e+001dB,-2.24222951724954e+001°)
4.07380277804105e+006	(-4.21420527779031e+001dB,-2.40232993304044e+001°)
4.16869383470327e+006	(-4.25747773410508e+001dB,-2.56260722448530e+001°)
4.26579518801584e+006	(-4.30125836783542e+001dB,-2.72297106649402e+001°)
4.36515832240157e+006	(-4.34554818801700e+001dB,-2.88332962024745e+001°)
4.46683592150954e+006	(-4.39034792825785e+001dB,-3.04358952234776e+001°)
4.57088189614866e+006	(-4.43565807036700e+001dB,-3.20365585487389e+001°)
4.67735141287189e+006	(-4.48147887025706e+001dB,-3.36343209439341e+001°)
4.78630092322629e+006	(-4.52781038603012e+001dB,-3.52282003794149e+001°)
4.89778819368436e+006	(-4.57465250814295e+001dB,-3.68171970392655e+001°)
5.01187233627262e+006	(-4.62200499153401e+001dB,-3.84002920585604e+001°)
5.12861383991355e+006	(-4.66986748958144e+001dB,-3.99764459669017e+001°)
5.24807460249762e+006	(-4.71823958974807e+001dB,-4.15445968152008e+001°)
5.37031796370242e+006	(-4.76712085075488e+001dB,-4.31036579612421e+001°)
5.49540873857613e+006	(-4.81651084110939e+001dB,-4.46525154877568e+001°)
5.62341325190338e+006	(-4.86640917879702e+001dB,-4.61900252244674e+001°)
5.75439937337145e+006	(-4.91681557192298e+001dB,-4.77150093427540e+001°)
5.88843655355577e+006	(-4.96772986006577e+001dB,-4.92262524881566e+001°)
6.02559586074345e+006	(-5.01915205607164e+001dB,-5.07224974117552e+001°)
6.16595001861470e+006	(-5.07108238797851e+001dB,-5.22024400564549e+001°)
6.30957344480180e+006	(-5.12352134070576e+001dB,-5.36647240482261e+001°)
6.45654229034642e+006	(-5.17646969708049e+001dB,-5.51079345352702e+001°)
6.60693448007582e+006	(-5.22992857768614e+001dB,-5.65305913097608e+001°)
6.76082975391968e+006	(-5.28389947891141e+001dB,-5.79311411370849e+001°)
6.91830970918922e+006	(-5.33838430843971e+001dB,-5.93079492062211e+001°)
7.07945784384123e+006	(-5.39338541724455e+001dB,-6.06592896018599e+001°)
7.24435960074975e+006	(-5.44890562693329e+001dB,-6.19833346839392e+001°)
7.41310241300902e+006	(-5.50494825100000e+001dB,-6.32781432432693e+001°)
7.58577575029168e+006	(-5.56151710819020e+001dB,-6.45416472827462e+001°)
7.76247116628676e+006	(-5.61861652572836e+001dB,-6.57716372522316e+001°)
7.94328234724265e+006	(-5.67625132958728e+001dB,-6.69657455415741e+001°)
8.12830516164082e+006	(-5.73442681825643e+001dB,-6.81214280106734e+001°)
8.31763771102654e+006	(-5.79314871555570e+001dB,-6.92359433084597e+001°)
8.51138038202359e+006	(-5.85242309689219e+001dB,-7.03063297050840e+001°)
8.70963589956062e+006	(-5.91225628191134e+001dB,-7.13293791350608e+001°)
8.91250938133727e+006	(-5.97265468467415e+001dB,-7.23016081260520e+001°)
9.12010839355890e+006	(-6.03362461020822e+001dB,-7.32192252723180e+001°)
9.33254300796971e+006	(-6.09517198342005e+001dB,-7.40780949094694e+001°)
9.54992586021416e+006	(-6.15730199278774e+001dB,-7.48736966668070e+001°)
9.77237220955790e+006	(-6.22001862682348e+001dB,-7.56010806281730e+001°)
1.00000000000000e+007	(-6.28332407583510e+001dB,-7.62548179406241e+001°)
